,brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
31,Samsung,Gear S3 classic LTE,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2017,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),Light,E-SIM,Super AMOLED capacitive touchscreen  16M colors,1.3 inches (~24.2% screen-to-body ratio),360 x 360 pixels (~392 ppi pixel density),Tizen-based wearable platform 2.3.2,Dual-core 1.0 GHz,Mali-G71 MP20 - EMEA,No,4 GB,768 MB RAM,0,0,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate| barometer,Basic,Silver,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s3-classic-lte.jpg
32,Samsung,Galaxy C5 Pro,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017,145.7 x 71.4 x 7 mm (5.74 x 2.81 x 0.28 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.7% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 7.0 (Nougat),Octa-core 2.2 GHz Cortex-A53,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,16 MP| f/1.9| autofocus| dual-LED (dual tone) flash,16 MP| f/1.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,High,Lake Blue| Maple Leaf| Powder Rose,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c5-pro-sm-c5010.jpg
33,Samsung,Galaxy Xcover 4,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2017,146.2 x 73.3 x 9.7 mm (5.76 x 2.89 x 0.38 in),BelowAvg,Single-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~64.3% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 7.0 (Nougat),Quad-core 1.4 GHz Cortex-A53,Mali-T720MP2,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| f/1.9| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,High,Gray,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover4-g390f-.jpg
34,Samsung,Galaxy Tab S3 9.7,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017,237.3 x 169 x 6 mm (9.34 x 6.65 x 0.24 in),Heavy,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,9.7 inches (~72.7% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),Android 7.0 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSD  up to 256 GB (dedicated slot),32 GB,4 GB RAM,13 MP| f/1.9| 27mm| autofocus| LED flash,5 MP| f/2.2| 23mm| 1080p,Yes with stereo speakers (4 speakers),Yes,Yes,Yes,Yes,No,No,Type C 1.0,Fingerprint (front-mounted)| accelerometer| gyro| compass,Super High,White| black,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s3-97-sm-t825.jpg
35,Samsung,Galaxy J3 Emerge,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2017,140.9 x 70.1 x 8.7 mm (5.55 x 2.76 x 0.34 in),Light,Single-SIM,Capacitive touchscreen  16M colors,5.0 inches (~69.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.4 GHz Cortex-A53 - Sprint,Adreno 505 - Sprint,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,5 MP| f/1.9| LED flash,2 MP| f/2.2,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| gyro| proximity| compass,High,Gray,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-emerge-.jpg
36,Samsung,Galaxy C7 Pro,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017,156.5 x 77.2 x 7 mm (6.16 x 3.04 x 0.28 in),BelowAvg,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.1% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 2.2 GHz Cortex-A53,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,16 MP| f/1.9| autofocus| dual-LED (dual tone) flash,16 MP| f/1.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,High,Gold| Pink Gold| Dark Blue,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7-pro.jpg
37,Samsung,Galaxy A7 (2017),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017,156.8 x 77.6 x 7.9 mm (6.17 x 3.06 x 0.31 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~73.6% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.9 GHz Cortex-A53,Mali-T830MP3,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,16 MP| f/1.9| 27mm| autofocus| LED flash| ,16 MP| f/1.9| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,High,Black Sky| Gold Sand| Blue Mist and Peach Cloud,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-2017.jpg
38,Samsung,Galaxy A5 (2017),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017,146.1 x 71.4 x 7.9 mm (5.75 x 2.81 x 0.31 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.5% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.9 GHz Cortex-A53,Mali-T830MP3,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,16 MP| f/1.9| 27mm| autofocus| LED flash| ,16 MP| f/1.9| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,High,Black Sky| Gold Sand| Blue Mist| Peach Cloud,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a5-2017-new.jpg
39,Samsung,Galaxy A3 (2017),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017,135.4 x 66.2 x 7.9 mm (5.33 x 2.61 x 0.31 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.7 inches (~67.9% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Mali-T830,microSD  up to 256 GB (dedicated slot) - single SIM,16 GB,2 GB RAM,13 MP| f/1.9| autofocus| LED flash| ,8 MP| f/1.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Moderate,Black Sky| Gold Sand| Blue Mist| Peach Cloud,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a3-2017.jpg
40,Apple,Watch Edition Series 2 42mm,No cellular connectivity,0,0,0,0,No,No,2016,42.6 x 36.5 x 11.4 mm (1.68 x 1.44 x 0.45 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.1% screen-to-body ratio),390 x 312 pixels (~303 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,0 GB RAM,0 MP,0 MP,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Sport Band/White,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-edition-42mm.jpg
41,Apple,Watch Edition Series 2 38mm,No cellular connectivity,0,0,0,0,No,No,2016,39.2 x 34 x 11.8 mm (1.54 x 1.34 x 0.46 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.5 inches (~53.1% screen-to-body ratio),340 x 272 pixels (~290 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,1 GB RAM,0 MP,0 MP,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Sport Band/White,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-edition-38mm.jpg
42,Apple,Watch Series 2 42mm,No cellular connectivity,0,0,0,0,No,No,2016,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.4% screen-to-body ratio),390 x 312 pixels (~303 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,2 GB RAM,0 MP,0 MP,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Sport band: silver case/white| black case/black,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-42mm.jpg
43,Apple,Watch Series 2 38mm,No cellular connectivity,0,0,0,0,No,No,2016,38.6 x 33.3 x 11.4 mm (1.52 x 1.31 x 0.45 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),340 x 272 pixels (~290 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,3 GB RAM,0 MP,0 MP,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Sport band: silver case/white| black case/black,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-38mm.jpg
44,Apple,Watch Series 2 Sport 42mm,No cellular connectivity,0,0,0,0,No,No,2016,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.4% screen-to-body ratio),390 x 312 pixels (~303 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,4 GB RAM,0 MP,0 MP,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Case colors: silver| gold| rose gold| gray,High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-42mm.jpg
45,Apple,Watch Series 1 Sport 42mm,No cellular connectivity,0,0,0,0,No,No,2016,42.5 x 36.4 x 10.5 mm (1.67 x 1.43 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.4% screen-to-body ratio),390 x 312 pixels (~303 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Case colors: silver| gold| rose gold| gray,High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch1-sport-42mm.jpg
46,Apple,Watch Series 2 Sport 38mm,No cellular connectivity,0,0,0,0,No,No,2016,38.6 x 33.3 x 11.4 mm (1.52 x 1.31 x 0.45 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),340 x 272 pixels (~290 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,513 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,Yes,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Case colors: silver| gold| rose gold| gray,High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg
47,Apple,Watch Series 1 Sport 38mm,No cellular connectivity,0,0,0,0,No,No,2016,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),Light,No-SIM,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),340 x 272 pixels (~290 ppi pixel density),watchOS 3.0| upgradable to 3.2.2,Dual-core,No,No,.5 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,No,Yes,No,0,Accelerometer| gyro| heart rate,Basic,Case colors: silver| gold| rose gold| gray,High,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg
48,Apple,iPhone 7 Plus,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),BelowAvg,Single-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,5.5 inches (~67.7% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),iOS 10.0.1| upgradable to iOS 10.3.2,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,32/128/256 GB,3 GB RAM,Dual 12 MP| (28mm| f/1.8| OIS & 56mm| f/2.8)| phase detection autofocus| 2x optical zoom| quad-LED (dual tone) flash| ,7 MP| f/2.2| 32mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers,No,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,High,Jet Black| Black| Silver| Gold| Rose Gold| Red,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg
49,Apple,iPhone 7,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),Light,Single-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.7 inches (~65.6% screen-to-body ratio),750 x 1334 pixels (~326 ppi pixel density),iOS 10.0.1| upgradable to iOS 10.3.2,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,32/128/256 GB,GB| 2 GB RAM,12 MP| f/1.8| 28mm| phase detection autofocus| OIS| quad-LED (dual tone) flash| ,7 MP| f/2.2| 32mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers,No,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Moderate,Jet Black| Black| Silver| Gold| Rose Gold| Red,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg
50,Apple,iPad Pro 9.7,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in),Heavy,E-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~71.6% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 9.3.2| upgradable to iOS 10.3.2,Dual-core 2.16 GHz (Twister),PowerVR Series 7 (12-core graphics),No,32/128/256 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash,5 MP| f/2.2| 31mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers (4 speakers),Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Super High,Silver| Gold| Space Gray| Rose Gold,Super High,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg
51,Apple,iPhone SE,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA  LTE-A Cat4 150/50 Mbps,Yes,Yes,2016,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),Light,Single-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.0 inches (~60.8% screen-to-body ratio),640 x 1136 pixels (~326 ppi pixel density),iOS 9.3.2| upgradable to iOS 10.3.2,Dual-core 1.84 GHz Twister,PowerVR GT7600 (six-core graphics),No,16/32/64/128 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash| ,1.2 MP| f/2.4| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Moderate,Space Gray| Silver| Gold| Rose Gold,High,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg
52,Huawei,Y6II Compact,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,154.3 x 77 x 8.5 mm (6.07 x 3.03 x 0.33 in),BelowAvg,Dual-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 1.2 GHz Cortex-A53,Mali-450MP4,microSD,16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| LED flash,8 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,High,Black| White| Gold| Pink| Blue| Yellow,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-y6ii-c.jpg
53,Huawei,Honor Magic,GSM / CDMA / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016,146.1 x 69.9 x 7.8 mm (5.75 x 2.75 x 0.31 in),Light,Dual-SIM,AMOLED capacitive touchscreen  16M colors,5.09 inches (~69.9% screen-to-body ratio),1440 x 2560 pixels (~577 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),Mali-T880 MP4,No,64 GB,4 GB RAM,Dual 12 MP| f/2.2| phase detection autofocus| dual-LED (dual tone) flash,8 MP| f/2.0| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Type C 1.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,High,Golden Black| Porcelain White,Super High,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-magic.jpg
54,Huawei,Enjoy 6s,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016,143.5 x 69.9 x 7.6 mm (5.65 x 2.75 x 0.30 in),Light,Dual-SIM,AMOLED capacitive touchscreen  16M colors,5.0 inches (~68.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM - Nova Smart,13 MP| f/2.2| phase detection autofocus| LED flash,5 MP| 1080p,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| proximity| compass,High,Gold| Silver| Pink,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-6s.jpg
55,Huawei,Mate 9 Pro,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat12 600/150 Mbps,Yes,Yes,2016,152 x 75 x 7.5 mm (5.98 x 2.95 x 0.30 in),BelowAvg,Single-SIM,AMOLED capacitive touchscreen  16M colors,5.5 inches (~73.2% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 7.0 (Nougat),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,No,64 GB,4 GB RAM or 128 GB| 6 GB RAM,Dual 20 MP +12 MP| f/2.2| OIS| 2x zoom| Leica optics| phase detection & laser autofocus| dual-LED (dual tone) flash| ,8 MP| f/1.9| 1080p,Yes with stereo speakers,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| barometer| compass,High,Haze Gold| Titanium Grey,Super High,http://cdn2.gsmarena.com/vv/bigpic/huawei-mate-9-pro.jpg
56,Huawei,Mate 9 Porsche Design,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat12 600/150 Mbps,Yes,Yes,2016,152 x 75 x 7.5 mm (5.98 x 2.95 x 0.30 in),BelowAvg,Dual-SIM,AMOLED capacitive touchscreen  16M colors,5.5 inches (~73.2% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 7.0 (Nougat),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,No,256 GB,6 GB RAM,Dual 20 MP +12 MP| f/2.2| 27mm| OIS| 2x zoom| Leica optics| phase detection & laser autofocus| dual-LED (dual tone) flash,8 MP| f/1.9| 1080p,Yes with stereo speakers,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| barometer| compass,High,Graphite Black,Super High,http://cdn2.gsmarena.com/vv/bigpic/huawei-mate-9-porshe-.jpg
57,Huawei,Mate 9,GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat12 600/150 Mbps,Yes,Yes,2016,156.9 x 78.9 x 7.9 mm (6.18 x 3.11 x 0.31 in),BelowAvg,Single-SIM,IPS LCD capacitive touchscreen  16M colors,5.9 inches (~77.5% screen-to-body ratio),1080 x 1920 pixels (~373 ppi pixel density),Android 7.0 (Nougat),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,microSD  up to 256 GB (dedicated slot) - single SIM,64 GB,4 GB RAM,Dual 20 MP +12 MP| f/2.2| 27mm| OIS| 2x zoom| Leica optics| phase detection & laser autofocus| dual-LED (dual tone) flash| ,8 MP| f/1.9| 26mm| 1080p,Yes with stereo speakers,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| barometer| compass,High,Agate Red| Topaz Blue| Space Gray| Moonlight Silver| Champagne Gold| Mocha Brown| Ceramic White| Black| Obsidian Black,Super High,http://cdn2.gsmarena.com/vv/bigpic/huawei-mate-9.jpg
58,Huawei,Honor V8,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016,157 x 77.6 x 7.8 mm (6.18 x 3.06 x 0.31 in),BelowAvg,Dual-SIM,IPS-NEO LCD capacitive touchscreen  16M colors,5.7 inches (~73.5% screen-to-body ratio),1080 x 1920 pixels (KNT-AL10| KNT-TL10) (~386 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),Mali-T880 MP4,microSD  up to 256 GB (uses SIM 2 slot),32 GB,4 GB RAM (KNT-AL10| KNT-TL10),Dual 12 MP| f/2.2| 27 mm| phase detection autofocus| dual-LED (dual tone) flash,8 MP| f/2.4| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,No,Type C 1.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,High,Silver| Gold| Rose Gold,High,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-v8.jpg
59,Huawei,Enjoy 6,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps or LTE Cat6 300/50 Mbps,Yes,Yes,2016,143.2 x 70.4 x 7.9 mm (5.64 x 2.77 x 0.31 in),Light,Dual-SIM,AMOLED capacitive touchscreen  16M colors,5.0 inches (~68.8% screen-to-body ratio),720 x 1280 pixels (~293 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 1.4 GHz Cortex-A53,Mali-T860MP2,microSD  up to 256 GB (uses SIM 2 slot),16 GB,3 GB RAM,13 MP| f/2.2| autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| proximity| compass,High,Pink| White| Gold| Blue| Gray,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-enjoy-6.jpg
60,Huawei,Honor Pad 2,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2016,209.3 x 123 x 8.1 mm (8.24 x 4.84 x 0.32 in),Heavy,Single-SIM,IPS LCD capacitive touchscreen  16M colors,8.0 inches (~72.1% screen-to-body ratio),1200 x 1920 pixels (~283 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Adreno 405,microSD  up to 256 GB,16/32 GB,3 GB RAM,8 MP| f/2.0| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer| proximity| compass,High,Gold| White,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-pad-2-.jpg
61,Huawei,Honor 6X,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016,150.9 x 76.2 x 8.2 mm (5.94 x 3.00 x 0.32 in),BelowAvg,Dual-SIM,LTPS IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.8% screen-to-body ratio),1080 x 1920 pixels (~403 ppi pixel density),Android 6.0 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830MP2,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM or 64 GB| 4 GB RAM,Dual 12 MP + 2 MP| phase detection autofocus| LED flash,8 MP| 1080p,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| proximity| compass,High,Gray| Gold| Silver,Moderate,http://cdn2.gsmarena.com/vv/bigpic/huawei-honor-6x-2016.jpg
